University Name,Name,Subject,Publications,Avg Co-Author
Princeton University ,Aarti Gupta,"logic,networks,se",2,0.8
Princeton University ,Ruby B. Lee,"arch,security",2,0.4
Princeton University ,Ruby B. Lee,"arch,security",2,0.4
Princeton University ,Jonathan R. Mayer,"security,web+ir",2,0.3
Princeton University ,Jonathan R. Mayer,"security,web+ir",2,0.3
Princeton University ,Michael J. Freedman,"networks,security",1,0.2
Princeton University ,Michael J. Freedman,"networks,security",1,0.2
Princeton University ,Michael J. Freedman,"networks,security",1,0.2
Princeton University ,Zachary Kincaid,"pl,logic",1,0.5
Princeton University ,Huacheng Yu,theory,1,0.3
Imperial College London ,Stefanos Zafeiriou,vision,67,18.2
Imperial College London ,Lucia Specia,nlp,35,12.1
Imperial College London ,Maja Pantic,vision,34,9.8
Imperial College London ,Andrew J. Davison,"vision,robotics",32,10.8
Imperial College London ,Andrew J. Davison,"vision,robotics",32,10.8
Imperial College London ,Alessio Lomuscio,ai,30,11.1
Imperial College London ,Tolga Birdal,vision,23,5.6
Imperial College London ,Marek Rei,nlp,20,7.5
Imperial College London ,Francesco Belardinelli,ai,16,5.7
Imperial College London ,Francesca Toni,ai,16,6.0
Imperial College London ,Yingzhen Li,ml,15,4.6
Imperial College London ,Mark van der Wilk,ml,15,3.8
Imperial College London ,Ben Glocker,"ml,vision",14,3.0
Imperial College London ,Ben Glocker,"ml,vision",14,3.0
Imperial College London ,Stephen H. Muggleton,ai,9,3.5
Imperial College London ,Murray Shanahan,ml,9,2.5
Imperial College London ,Edward Johns,robotics,8,2.7
Imperial College London ,Björn W. Schuller,"ai,vision",8,1.8
Imperial College London ,Björn W. Schuller,"ai,vision",8,1.8
Imperial College London ,Abhijeet Ghosh,"graphics,vision",7,1.8
Imperial College London ,Alessandra Russo,"ai,se",7,2.0
Imperial College London ,Alessandra Russo,"ai,se",7,2.0
Imperial College London ,Daniel Rueckert,vision,6,1.1
Imperial College London ,Guang-Zhong Yang,robotics,5,1.8
Imperial College London ,Ruth Misener,"ai,ml",4,1.0
Imperial College London ,Ruth Misener,"ai,ml",4,1.0
Imperial College London ,Ruth Misener,"ai,ml",4,1.0
Imperial College London ,A. Aldo Faisal,"robotics,hci",2,0.6
Imperial College London ,A. Aldo Faisal,"robotics,hci",2,0.6
Imperial College London ,Bernhard Kainz,vision,2,0.3
Imperial College London ,Bernhard Kainz,vision,2,0.3
Imperial College London ,Paul H. J. Kelly,robotics,2,0.5
Imperial College London ,Fariba Sadri,ai,2,0.6
Imperial College London ,Dalal Alrajeh,se,1,0.3
Imperial College London ,Wayne Luk,eda,1,0.3
University of Wisconsin - Madison ,Vikas Singh,vision,75,17.6
University of Wisconsin - Madison ,Xiaojin Zhu 0001,"ml,ai",53,16.7
University of Wisconsin - Madison ,Xiaojin Zhu 0001,"ml,ai",53,16.7
University of Wisconsin - Madison ,Yong Jae Lee,vision,40,13.0
University of Wisconsin - Madison ,Robert D. Nowak,ml,36,12.2
University of Wisconsin - Madison ,Ilias Diakonikolas,"theory,ml",31,8.5
University of Wisconsin - Madison ,Ilias Diakonikolas,"theory,ml",31,8.5
University of Wisconsin - Madison ,Mohit Gupta 0001,vision,30,9.3
University of Wisconsin - Madison ,Yingyu Liang,ml,26,7.7
University of Wisconsin - Madison ,David Page,ml,22,6.8
University of Wisconsin - Madison ,Dimitris S. Papailiopoulos,ml,20,5.2
University of Wisconsin - Madison ,Dimitris S. Papailiopoulos,ml,20,5.2
University of Wisconsin - Madison ,Yudong Chen 0001,ml,19,5.6
University of Wisconsin - Madison ,Junjie Hu 0001,nlp,18,4.1
University of Wisconsin - Madison ,Somesh Jha,"security,ml",15,3.4
University of Wisconsin - Madison ,Somesh Jha,"security,ml",15,3.4
University of Wisconsin - Madison ,Somesh Jha,"security,ml",15,3.4
University of Wisconsin - Madison ,Kirthevasan Kandasamy,ml,14,3.7
University of Wisconsin - Madison ,Stephen J. Wright,ml,13,4.3
University of Wisconsin - Madison ,Yixuan Li 0001,"ml,vision,web+ir",12,2.8
University of Wisconsin - Madison ,Yixuan Li 0001,"ml,vision,web+ir",12,2.8
University of Wisconsin - Madison ,Mark Craven,ai,12,5.1
University of Wisconsin - Madison ,Kangwook Lee 0001,ml,11,3.1
University of Wisconsin - Madison ,Pedro Morgado 0001,vision,9,3.0
University of Wisconsin - Madison ,Frederic Sala,ml,8,1.4
University of Wisconsin - Madison ,Josiah Hanna,"ml,robotics,ai",7,1.9
University of Wisconsin - Madison ,Josiah Hanna,"ml,robotics,ai",7,1.9
University of Wisconsin - Madison ,Josiah Hanna,"ml,robotics,ai",7,1.9
University of Wisconsin - Madison ,Po-Ling Loh,ml,6,2.5
University of Wisconsin - Madison ,Garvesh Raskutti,ml,6,2.1
University of Wisconsin - Madison ,Ramya Korlakai Vinayak,ml,5,1.6
University of Wisconsin - Madison ,Ramya Korlakai Vinayak,ml,5,1.6
University of Wisconsin - Madison ,Jelena Diakonikolas,ml,4,1.4
University of Wisconsin - Madison ,Michael Gleicher,"visualization,robotics,hci",4,1.6
University of Wisconsin - Madison ,Laurent Lessard,"ml,visualization",4,1.4
University of Wisconsin - Madison ,Theodoros Rekatsinas,db,3,0.8
University of Wisconsin - Madison ,Grace Wahba,ml,3,0.7
University of Wisconsin - Madison ,AnHai Doan,db,2,0.6
University of Wisconsin - Madison ,AnHai Doan,db,2,0.6
University of Wisconsin - Madison ,Paraschos Koutris,db,2,0.4
University of Wisconsin - Madison ,Rahul Chatterjee 0001,security,1,0.2
University of Wisconsin - Madison ,Rahul Chatterjee 0001,security,1,0.2
University of Wisconsin - Madison ,Kassem Fawaz,security,1,0.3
University of Wisconsin - Madison ,Kassem Fawaz,security,1,0.3
University of Wisconsin - Madison ,Shivaram Venkataraman,"os,networks,db",1,0.2
University of Wisconsin - Madison ,Shivaram Venkataraman,"os,networks,db",1,0.2
University of Montreal ,Yoshua Bengio,ml,180,41.9
University of Montreal ,Aaron C. Courville,ml,84,17.9
University of Montreal ,Christopher Joseph Pal,ml,46,11.4
University of Montreal ,Christopher Joseph Pal,ml,46,11.4
University of Montreal ,Simon Lacoste-Julien,ml,35,9.2
University of Montreal ,Irina Rish,"ml,ai",18,3.4
University of Montreal ,Irina Rish,"ml,ai",18,3.4
University of Montreal ,Ioannis Mitliagkas,ml,15,3.4
University of Montreal ,Pierre-Luc Bacon,"ai,ml",13,2.9
University of Montreal ,Pierre-Luc Bacon,"ai,ml",13,2.9
University of Montreal ,Sébastien Roy 0001,vision,10,3.5
University of Montreal ,Liam Paull,robotics,8,1.6
University of Montreal ,Guillaume Lajoie,ml,7,1.2
University of Montreal ,Philippe Langlais,nlp,7,2.8
University of Montreal ,Philippe Langlais,nlp,7,2.8
University of Montreal ,Aishwarya Agrawal,"nlp,vision",6,1.3
University of Montreal ,Aishwarya Agrawal,"nlp,vision",6,1.3
University of Montreal ,Glen Berseth,"ml,robotics,graphics",5,0.9
University of Montreal ,Glen Berseth,"ml,robotics,graphics",5,0.9
University of Montreal ,Glen Berseth,"ml,robotics,graphics",5,0.9
University of Montreal ,Guillaume Rabusseau,ml,4,1.7
University of Montreal ,Guillaume Rabusseau,ml,4,1.7
University of Montreal ,Alain,Tapp,2,0.4
University of Montreal ,Mikhail Bessmeltsev,graphics,1,0.3
University of Montreal ,Mikhail Bessmeltsev,graphics,1,0.3
Arizona State University ,Huan Liu 0001,ai,63,17.3
Arizona State University ,Chitta Baral,"nlp,ai",46,15.2
Arizona State University ,Chitta Baral,"nlp,ai",46,15.2
Arizona State University ,Subbarao Kambhampati,ai,37,11.3
Arizona State University ,Yezhou Yang,"robotics,vision",27,6.9
Arizona State University ,Yezhou Yang,"robotics,vision",27,6.9
Arizona State University ,Baoxin Li,vision,25,8.7
Arizona State University ,Joohyung Lee 0002,ai,19,8.2
Arizona State University ,Chaowei Xiao,"vision,ml",17,2.6
Arizona State University ,Chaowei Xiao,"vision,ml",17,2.6
Arizona State University ,Yalin Wang 0001,vision,16,3.8
Arizona State University ,Siddharth Srivastava,"ai,robotics",16,5.1
Arizona State University ,Siddharth Srivastava,"ai,robotics",16,5.1
Arizona State University ,Pavan K. Turaga,vision,15,4.2
Arizona State University ,K. Selçuk Candan,"ai,web+ir,db",12,3.2
Arizona State University ,K. Selçuk Candan,"ai,web+ir,db",12,3.2
Arizona State University ,Deliang Fan,"eda,vision",12,3.4
Arizona State University ,Deliang Fan,"eda,vision",12,3.4
Arizona State University ,Yingzhen Yang,"ai,ml,vision",11,2.4
Arizona State University ,Yingzhen Yang,"ai,ml,vision",11,2.4
Arizona State University ,Yingzhen Yang,"ai,ml,vision",11,2.4
Arizona State University ,YooJung Choi,"ai,ml",7,2.1
Arizona State University ,YooJung Choi,"ai,ml",7,2.1
Arizona State University ,Sethuraman Panchanathan,vision,7,2.0
Arizona State University ,Hassan Ghasemzadeh 0001,"ai,eda,ml",6,2.1
Arizona State University ,Hassan Ghasemzadeh 0001,"ai,eda,ml",6,2.1
Arizona State University ,Hassan Ghasemzadeh 0001,"ai,eda,ml",6,2.1
Arizona State University ,Hassan Ghasemzadeh 0001,"ai,eda,ml",6,2.1
Arizona State University ,Kookjin Lee,"ai,ml",4,1.2
Arizona State University ,Kookjin Lee,"ai,ml",4,1.2
Arizona State University ,Fengbo Ren,vision,4,0.9
Arizona State University ,Heni Ben Amor,robotics,3,0.5
Arizona State University ,Yu Zhang 0055,robotics,2,0.8
Arizona State University ,Paulo Shakarian,ai,2,0.4
Arizona State University ,Rakibul Hasan,"hci,security",1,0.3
Arizona State University ,Rakibul Hasan,"hci,security",1,0.3
Arizona State University ,Xusheng Xiao,"security,se",1,0.1
Arizona State University ,Xusheng Xiao,"security,se",1,0.1
University of Copenhagen ,Serge J. Belongie,vision,102,26.6
University of Copenhagen ,Anders Søgaard,nlp,66,22.6
University of Copenhagen ,Isabelle Augenstein,nlp,33,9.5
University of Copenhagen ,Christina Lioma,"web+ir,nlp",15,3.5
University of Copenhagen ,Yevgeny Seldin,ml,14,4.9
University of Copenhagen ,Jakob Grue Simonsen,"web+ir,nlp,hci",12,2.8
University of Copenhagen ,Jakob Grue Simonsen,"web+ir,nlp,hci",12,2.8
University of Copenhagen ,Desmond Elliott,nlp,11,3.5
University of Copenhagen ,Christian Igel,ml,11,3.1
University of Copenhagen ,Daniel Hershcovich,nlp,9,2.0
University of Copenhagen ,Jakob Nordström,"ai,theory",9,3.1
University of Copenhagen ,Jakob Nordström,"ai,theory",9,3.1
University of Copenhagen ,Mads,Nielsen,6,1.9
University of Copenhagen ,Rasmus Pagh,theory,6,1.8
University of Copenhagen ,Nora Hollenstein,nlp,4,1.5
University of Copenhagen ,Oswin Krause,ml,4,1.2
University of Copenhagen ,Oswin Krause,ml,4,1.2
University of Copenhagen ,François Lauze,vision,4,1.0
University of Copenhagen ,Kim Steenstrup Pedersen,vision,4,1.3
University of Copenhagen ,Kim Steenstrup Pedersen,vision,4,1.3
University of Copenhagen ,Stephen Alstrup,"theory,web+ir",3,0.6
University of Copenhagen ,Wouter Boomsma,ml,2,0.7
University of Copenhagen ,Mikkel Abrahamsen,theory,1,0.3
University of Copenhagen ,Mikkel Abrahamsen,theory,1,0.3
University of Copenhagen ,Kenny Erleben,robotics,1,0.1
University of Copenhagen ,Søren I.,Olsen,1,0.2
University of Copenhagen ,Jens,Petersen,1,0.2
University of Copenhagen ,Mikkel Thorup,theory,1,0.3
Univ. of California - Irvine ,Sameer Singh 0001,nlp,49,12.1
Univ. of California - Irvine ,Charless C. Fowlkes,vision,40,13.3
Univ. of California - Irvine ,Erik B. Sudderth,ml,39,13.0
Univ. of California - Irvine ,Alexander T. Ihler,"ml,ai",35,11.4
Univ. of California - Irvine ,Alexander T. Ihler,"ml,ai",35,11.4
Univ. of California - Irvine ,Rina Dechter,ai,33,11.7
Univ. of California - Irvine ,Stephan Mandt,ml,27,8.4
Univ. of California - Irvine ,Padhraic Smyth,ml,26,9.1
Univ. of California - Irvine ,Padhraic Smyth,ml,26,9.1
Univ. of California - Irvine ,Xiaohui Xie,"web+ir,vision",23,4.4
Univ. of California - Irvine ,Pierre Baldi,ml,15,5.2
Univ. of California - Irvine ,Ioannis Panageas,ml,10,3.2
Univ. of California - Irvine ,Roy Fox,ml,7,2.0
Univ. of California - Irvine ,Cristina V. Lopes,"se,ai",4,1.2
Univ. of California - Irvine ,Cristina V. Lopes,"se,ai",4,1.2
Univ. of California - Irvine ,Chen Li 0001,db,3,0.8
Univ. of California - Irvine ,Qi Alfred Chen,security,3,0.8
Univ. of California - Irvine ,Qi Alfred Chen,security,3,0.8
Univ. of California - Irvine ,Zhou Li 0001,security,1,0.1
Univ. of California - Irvine ,Zhou Li 0001,security,1,0.1
Univ. of California - Irvine ,Sharad Mehrotra,db,1,0.3
University College London ,Massimiliano Pontil,ml,57,16.1
University College London ,Jun Wang 0012,"ml,ai,web+ir",45,9.0
University College London ,Jun Wang 0012,"ml,ai,web+ir",45,9.0
University College London ,John Shawe-Taylor,"ml,ai",37,11.7
University College London ,John Shawe-Taylor,"ml,ai",37,11.7
University College London ,Gabriel J. Brostow,vision,28,8.1
University College London ,Lourdes Agapito,vision,24,6.9
University College London ,David Barber,ml,23,9.9
University College London ,Marc Peter Deisenroth,"ml,robotics",18,5.8
University College London ,Marc Peter Deisenroth,"ml,robotics",18,5.8
University College London ,Marc Peter Deisenroth,"ml,robotics",18,5.8
University College London ,Anthony Hunter,ai,17,11.5
University College London ,Mark Herbster,ml,13,4.7
University College London ,Tobias Ritschel 0001,"graphics,vision",12,2.8
University College London ,Daniel C. Alexander,"ml,vision",8,2.6
University College London ,Daniel C. Alexander,"ml,vision",8,2.6
University College London ,Danail Stoyanov,robotics,4,0.8
University College London ,Danail Stoyanov,robotics,4,0.8
University College London ,Ran Ben-Basat,"networks,db",3,0.5
University College London ,Ran Ben-Basat,"networks,db",3,0.5
University College London ,Emiliano De Cristofaro,"metrics,security",3,0.8
University College London ,Emiliano De Cristofaro,"metrics,security",3,0.8
University College London ,Stephen Hailes,robotics,3,0.9
University College London ,Stephen Hailes,robotics,3,0.9
University College London ,Hui Zhang 0005,vision,2,0.6
University College London ,Simon J. Julier,robotics,1,0.3
Bar-Ilan University ,Yoav Goldberg,nlp,63,22.7
Bar-Ilan University ,Yoav Goldberg,nlp,63,22.7
Bar-Ilan University ,Sarit Kraus,ai,63,19.7
Bar-Ilan University ,Ido Dagan,nlp,60,17.8
Bar-Ilan University ,Gal Chechik,"ml,vision",47,12.8
Bar-Ilan University ,Gal Chechik,"ml,vision",47,12.8
Bar-Ilan University ,Jacob Goldberger,nlp,26,8.6
Bar-Ilan University ,Jacob Goldberger,nlp,26,8.6
Bar-Ilan University ,David Sarne,ai,25,9.0
Bar-Ilan University ,Avinatan Hassidim,"ai,ml",22,5.9
Bar-Ilan University ,Avinatan Hassidim,"ai,ml",22,5.9
Bar-Ilan University ,Gal A. Kaminka,"ai,robotics",16,6.4
Bar-Ilan University ,Gal A. Kaminka,"ai,robotics",16,6.4
Bar-Ilan University ,Reut Tsarfaty,nlp,16,6.4
Bar-Ilan University ,Noa Agmon,"robotics,ai",15,4.5
Bar-Ilan University ,Noa Agmon,"robotics,ai",15,4.5
Bar-Ilan University ,Joseph Keshet,ml,11,3.5
Bar-Ilan University ,Joseph Keshet,ml,11,3.5
Bar-Ilan University ,Yonatan Aumann,ai,10,3.4
Bar-Ilan University ,Moshe Koppel,nlp,9,3.1
Bar-Ilan University ,Or Sheffet,"ml,ecom",8,4.3
Bar-Ilan University ,Reuth Mirsky,ai,5,1.6
Bar-Ilan University ,Yael Amsterdamer,"nlp,db",3,0.5
Bar-Ilan University ,Yael Amsterdamer,"nlp,db",3,0.5
Bar-Ilan University ,Oren Glickman,nlp,3,0.9
Bar-Ilan University ,Arnold Filtser,theory,1,0.5
Bar-Ilan University ,Arnold Filtser,theory,1,0.5
Bar-Ilan University ,Ely Porat,theory,1,0.3
University of North Carolina ,Mohit Bansal,nlp,122,38.3
University of North Carolina ,Marc Niethammer,"vision,ml",27,7.1
University of North Carolina ,Marc Niethammer,"vision,ml",27,7.1
University of North Carolina ,Junier B. Oliva,ml,21,6.3
University of North Carolina ,Colin Raffel,ml,21,3.8
University of North Carolina ,Dinggang Shen,"vision,ai",21,4.3
University of North Carolina ,Dinggang Shen,"vision,ai",21,4.3
University of North Carolina ,Shashank Srivastava,nlp,19,6.4
University of North Carolina ,Snigdha Chaturvedi,"nlp,ai",18,5.6
University of North Carolina ,Snigdha Chaturvedi,"nlp,ai",18,5.6
University of North Carolina ,Gedas Bertasius,vision,15,4.5
University of North Carolina ,Gedas Bertasius,vision,15,4.5
University of North Carolina ,Quoc Tran-Dinh,ml,11,4.1
University of North Carolina ,Jaime Arguello,web+ir,9,3.0
University of North Carolina ,Soumyadip Sengupta,vision,9,2.0
University of North Carolina ,Guorong Wu 0001,vision,5,1.0
University of North Carolina ,Hongtu Zhu,ai,4,1.5
University of North Carolina ,Ron Alterovitz,robotics,3,0.8
Sapienza University of Rome ,Roberto Navigli,nlp,77,28.8
Sapienza University of Rome ,Giuseppe De Giacomo,ai,52,16.8
Sapienza University of Rome ,Giuseppe De Giacomo,ai,52,16.8
Sapienza University of Rome ,Emanuele Rodolà,vision,23,5.0
Sapienza University of Rome ,Flavio Chierichetti,"ml,web+ir,theory",18,4.9
Sapienza University of Rome ,Flavio Chierichetti,"ml,web+ir,theory",18,4.9
Sapienza University of Rome ,Maurizio Lenzerini,ai,16,4.9
Sapienza University of Rome ,Riccardo Rosati,ai,15,5.2
Sapienza University of Rome ,Fabio Patrizi,ai,14,4.3
Sapienza University of Rome ,Fabrizio Silvestri,"web+ir,nlp",13,2.7
Sapienza University of Rome ,Fabio Galasso,vision,9,2.5
Sapienza University of Rome ,Stefano Leonardi,"ecom,theory",9,1.9
Sapienza University of Rome ,Fiora Pirri,"vision,robotics",9,2.8
Sapienza University of Rome ,Fiora Pirri,"vision,robotics",9,2.8
Sapienza University of Rome ,Domenico Lembo,ai,7,1.7
Sapienza University of Rome ,Iacopo Masi,vision,7,1.6
Sapienza University of Rome ,Giuseppe Pirrò,ai,7,3.9
Sapienza University of Rome ,Giuseppe Pirrò,ai,7,3.9
Sapienza University of Rome ,Paola Velardi,ai,6,1.9
Sapienza University of Rome ,Alessandro Panconesi,ml,5,1.2
Sapienza University of Rome ,Valsamis Ntouskos,vision,4,1.0
Sapienza University of Rome ,Daniele Nardi,robotics,3,0.8
Sapienza University of Rome ,Luca Becchetti,theory,2,0.4
Sapienza University of Rome ,Paolo Liberatore,ai,2,1.5
Sapienza University of Rome ,Roberto Capobianco,robotics,1,0.3
LMU Munich ,Hinrich Schütze,nlp,95,36.2
LMU Munich ,Björn Ommer,vision,48,15.3
LMU Munich ,Volker Tresp,"ml,ai,nlp",38,11.7
LMU Munich ,Volker Tresp,"ml,ai,nlp",38,11.7
LMU Munich ,Volker Tresp,"ml,ai,nlp",38,11.7
LMU Munich ,Eyke Hüllermeier,"ml,ai",34,12.5
LMU Munich ,Eyke Hüllermeier,"ml,ai",34,12.5
LMU Munich ,Alexander Fraser 0001,nlp,24,8.0
LMU Munich ,Alexander Fraser 0001,nlp,24,8.0
LMU Munich ,Claudia Linnhoff-Popien,ai,6,1.1
LMU Munich ,Matthias Schubert,ai,2,1.0
LMU Munich ,Dirk Beyer 0001,se,1,0.3
Oregon State University ,Alan Fern,"ai,ml",59,19.1
Oregon State University ,Alan Fern,"ai,ml",59,19.1
Oregon State University ,Sinisa Todorovic,vision,56,24.2
Oregon State University ,Liang Huang 0001,nlp,50,17.5
Oregon State University ,Prasad Tadepalli,ai,43,12.3
Oregon State University ,Fuxin Li,vision,36,10.6
Oregon State University ,Stefan Lee,"vision,ml",35,6.6
Oregon State University ,Stefan Lee,"vision,ml",35,6.6
Oregon State University ,Xiaoli Z. Fern,nlp,26,7.4
Oregon State University ,Xiao Fu 0001,ml,10,3.4
Oregon State University ,Weng-Keen Wong,ai,9,2.7
Oregon State University ,Rebecca A. Hutchinson,ai,7,2.3
Oregon State University ,Sanghyun Hong 0001,"ml,security",5,1.3
Oregon State University ,Sanghyun Hong 0001,"ml,security",5,1.3
Oregon State University ,Sanghyun Hong 0001,"ml,security",5,1.3
Oregon State University ,Karthika Mohan,ml,3,1.2
Oregon State University ,Raviv Raich,ml,3,0.8
Oregon State University ,Raviv Raich,ml,3,0.8
Oregon State University ,Sandhya Saisubramanian,"ai,robotics",3,0.9
Oregon State University ,Sandhya Saisubramanian,"ai,robotics",3,0.9
Oregon State University ,Glencora Borradaile,theory,1,0.2
Oregon State University ,Glencora Borradaile,theory,1,0.2
Oregon State University ,Cindy Grimm,robotics,1,0.3
Harvard University ,Ariel D. Procaccia,ai,76,24.4
Harvard University ,Milind Tambe,ai,76,16.9
Harvard University ,David C. Parkes,"ai,ml,ecom",60,20.1
Harvard University ,David C. Parkes,"ai,ml,ecom",60,20.1
Harvard University ,Finale Doshi-Velez,"ml,ai",34,11.1
Harvard University ,Finale Doshi-Velez,"ml,ai",34,11.1
Harvard University ,Yaron Singer,ml,24,8.9
Harvard University ,Yiling Chen 0001,"ecom,ai",18,6.2
Harvard University ,David D. Cox,ml,18,3.8
Harvard University ,Stuart M. Shieber,nlp,15,4.9
Harvard University ,Michael Mitzenmacher,ml,14,4.4
Harvard University ,Steven J. Gortler,vision,7,1.7
Harvard University ,Barbara J. Grosz,ai,6,1.5
Harvard University ,H. T. Kung 0001,"vision,arch,hpc",5,1.4
Harvard University ,Boaz Barak,"theory,ml",5,1.2
Harvard University ,Boaz Barak,"theory,ml",5,1.2
Harvard University ,Susan A. Murphy,"ml,hci",5,1.4
Harvard University ,David Brooks 0001,"arch,eda",2,0.3
Harvard University ,Stratos Idreos,db,2,0.8
Harvard University ,Salil P. Vadhan,theory,2,0.5
University of Rochester ,Jiebo Luo,vision,118,25.9
University of Rochester ,Daniel Gildea,nlp,46,19.5
University of Rochester ,Ji Liu 0002,ml,45,9.4
University of Rochester ,Henry A. Kautz,ai,35,9.5
University of Rochester ,Chenliang Xu,vision,35,9.7
University of Rochester ,James F. Allen,"ai,nlp",13,4.4
University of Rochester ,James F. Allen,"ai,nlp",13,4.4
University of Rochester ,Christopher Kanan,vision,13,4.1
University of Rochester ,Lane A. Hemaspaandra,ai,10,4.0
University of Rochester ,Aaron Steven White,nlp,7,1.5
University of Rochester ,Randal C. Nelson,vision,3,1.3
University of Rochester ,Daniel Stefankovic,theory,3,1.0
University of Rochester ,Tong Geng,"hpc,eda",2,0.5
University of Rochester ,Kai Shen,arch,2,0.3
Simon Fraser University ,Ping Tan,vision,70,16.8
Simon Fraser University ,Yasutaka Furukawa,vision,40,12.5
Simon Fraser University ,Anoop Sarkar,nlp,26,10.2
Simon Fraser University ,Andrea Tagliasacchi,vision,24,4.2
Simon Fraser University ,James P. Delgrande,ai,20,9.2
Simon Fraser University ,Angel X. Chang,vision,18,3.5
Simon Fraser University ,Martin Ester,"web+ir,ai",16,4.3
Simon Fraser University ,Manolis Savva,vision,16,2.8
Simon Fraser University ,Hang Ma 0001,ai,11,2.5
Simon Fraser University ,Ghassan Hamarneh,vision,11,4.1
Simon Fraser University ,Oliver Schulte,"ai,ml",10,4.2
Simon Fraser University ,Oliver Schulte,"ai,ml",10,4.2
Simon Fraser University ,Ke Li 0011,"vision,ml",8,3.0
Simon Fraser University ,Ke Li 0011,"vision,ml",8,3.0
Simon Fraser University ,Eugenia Ternovska,ai,7,2.9
Simon Fraser University ,Ze-Nian Li,vision,6,2.1
Simon Fraser University ,Ke Wang 0001,"db,ai",5,1.3
Simon Fraser University ,Ke Wang 0001,"db,ai",5,1.3
Simon Fraser University ,Yagiz Aksoy,"vision,graphics",4,0.9
Simon Fraser University ,Andrei A. Bulatov,"ai,theory,logic",4,2.0
Simon Fraser University ,Andrei A. Bulatov,"ai,theory,logic",4,2.0
Simon Fraser University ,Mo Chen,robotics,4,1.2
Simon Fraser University ,Ali Mahdavi-Amiri,"vision,graphics",3,0.5
Simon Fraser University ,Xue Bin Peng,"graphics,robotics",3,0.6
Simon Fraser University ,Mohamed Hefeeda,"vision,networks,graphics",2,0.5
Simon Fraser University ,Mohamed Hefeeda,"vision,networks,graphics",2,0.5
Simon Fraser University ,Mohamed Hefeeda,"vision,networks,graphics",2,0.5
Simon Fraser University ,David G. Mitchell,ai,2,1.0
Simon Fraser University ,Zhenman Fang,eda,1,0.1
Simon Fraser University ,Igor Shinkar,theory,1,0.1
Simon Fraser University ,Jiannan Wang,db,1,0.3
University at Buffalo ,Junsong Yuan,vision,89,22.9
University at Buffalo ,Changyou Chen,ml,53,11.4
University at Buffalo ,Siwei Lyu,"vision,ai",41,14.4
University at Buffalo ,Siwei Lyu,"vision,ai",41,14.4
University at Buffalo ,David S. Doermann,vision,36,7.7
University at Buffalo ,Jinhui Xu 0001,"ai,ml",27,8.3
University at Buffalo ,Jinhui Xu 0001,"ai,ml",27,8.3
University at Buffalo ,Jinjun Xiong,eda,22,4.1
University at Buffalo ,Jing Gao 0004,ai,12,2.1
University at Buffalo ,Venu Govindaraju,ml,10,3.1
University at Buffalo ,Kaiyi Ji,ml,9,2.4
University at Buffalo ,Kaiyi Ji,ml,9,2.4
University at Buffalo ,Atri Rudra,"ml,theory",8,1.3
University at Buffalo ,Atri Rudra,"ml,theory",8,1.3
University at Buffalo ,Mingchen Gao,"vision,ml",6,1.2
University at Buffalo ,Mingchen Gao,"vision,ml",6,1.2
University at Buffalo ,Shi Li 0001,theory,5,1.7
University at Buffalo ,Wen Dong 0001,ml,5,1.2
University at Buffalo ,Chen Wang 0033,robotics,5,1.2
University at Buffalo ,Xin He,"vision,hpc",5,0.8
University at Buffalo ,Kenneth Joseph,nlp,4,1.2
University at Buffalo ,Kenneth Joseph,nlp,4,1.2
University at Buffalo ,Ahmet Erdem Sariyüce,"db,web+ir",3,1.5
University at Buffalo ,Hung Q. Ngo 0001,"db,ml",2,0.4
University at Buffalo ,Hung Q. Ngo 0001,"db,ml",2,0.4
University at Buffalo ,Karthik Dantu,robotics,1,0.5
University at Buffalo ,Murat Demirbas,db,1,0.2
University at Buffalo ,Hongxin Hu,"security,networks",1,0.1
University at Buffalo ,Hongxin Hu,"security,networks",1,0.1
University at Buffalo ,Hongxin Hu,"security,networks",1,0.1
University at Buffalo ,Nils Napp,robotics,1,0.5
University at Buffalo ,Chunming Qiao,"hci,networks,mobile",1,0.2
Boston University ,Kate Saenko,vision,94,21.1
Boston University ,Stan Sclaroff,vision,69,20.3
Boston University ,Venkatesh Saligrama,ml,50,16.1
Boston University ,Francesco Orabona,ml,29,12.4
Boston University ,Brian Kulis,ml,26,7.8
Boston University ,Ashok Cutkosky,ml,21,9.7
Boston University ,Bryan A. Plummer,vision,18,4.0
Boston University ,Margrit Betke,vision,16,3.8
Boston University ,Alina Ene,"theory,ml",11,4.3
Boston University ,Alina Ene,"theory,ml",11,4.3
Boston University ,Charalampos E. Tsourakakis,"web+ir,ml",11,4.3
Boston University ,Derry Wijaya,nlp,11,2.7
Boston University ,Marco Gaboardi,"pl,ml",9,2.7
Boston University ,Adam D. Smith,"theory,ml",8,2.2
Boston University ,Adam D. Smith,"theory,ml",8,2.2
Boston University ,Mark Bun,"theory,ml",7,2.9
Boston University ,Mark Bun,"theory,ml",7,2.9
Boston University ,Gianluca Stringhini,security,7,1.3
Boston University ,Gianluca Stringhini,security,7,1.3
Boston University ,Eshed Ohn-Bar,"vision,robotics",5,1.5
Boston University ,Eshed Ohn-Bar,"vision,robotics",5,1.5
Boston University ,Edward Chien,"graphics,ml",3,0.7
Boston University ,Evimaria Terzi,"web+ir,db,metrics",3,0.8
Boston University ,George Kollios,"db,security",2,0.5
Boston University ,George Kollios,"db,security",2,0.5
